"","sample","maxGeneset"
"PTC93-0617","P0617","cytotoxic1"
"PTC95-0617","P0617","cytotoxic1"
"TTC27-0617","P0617","predysfunctional3"
"TTC29-0617","P0617","cytotoxic1"
"TTC36-0617","P0617","predysfunctional3"
"TTC37-0617","P0617","dysfunctional4"
"TTC39-0617","P0617","dysfunctional4"
"TTC40-0617","P0617","cytotoxic1"
"TTC43-0617","P0617","predysfunctional3"
"TTC44-0617","P0617","dysfunctional4"
"TTC45-0617","P0617","cytotoxic1"
"TTC46-0617","P0617","cytotoxic1"
"TTC47-0617","P0617","predysfunctional3"
"TTC48-0617","P0617","cytotoxic1"
"TTC50-0617","P0617","naive2"
"TTC52-0617","P0617","predysfunctional3"
"TTC53-0617","P0617","cytotoxic1"
"TTC54-0617","P0617","naive2"
"TTC55-0617","P0617","predysfunctional3"
"TTC56-0617","P0617","cytotoxic1"
"TTC57-0617","P0617","dysfunctional4"
"TTC59-0617","P0617","cytotoxic1"
"TTC60-0617","P0617","dysfunctional4"
"TTC64-0617","P0617","cytotoxic1"
"TTC66-0617","P0617","dysfunctional4"
"TTC67-0617","P0617","cytotoxic1"
"TTC68-0617","P0617","cytotoxic1"
"TTC69-0617","P0617","naive2"
"TTC70-0617","P0617","predysfunctional3"
"TTC73-0617","P0617","predysfunctional3"
"TTC76-0617","P0617","cytotoxic1"
"TTC77-0617","P0617","naive2"
"TTC78-0617","P0617","cytotoxic1"
"TTC79-0617","P0617","cytotoxic1"
"TTC80-0617","P0617","naive2"
"TTC81-0617","P0617","naive2"
"TTC82-0617","P0617","predysfunctional3"
"TTC83-0617","P0617","naive2"
"TTC84-0617","P0617","cytotoxic1"
"TTC86-0617","P0617","dysfunctional4"
"TTC87-0617","P0617","dysfunctional4"
"TTC88-0617","P0617","naive2"
"TTC91-0617","P0617","dysfunctional4"
"TTC92-0617","P0617","naive2"
"TTC93-0617","P0617","dysfunctional4"
"TTC94-0617","P0617","predysfunctional3"
"TTC95-0617","P0617","predysfunctional3"
"TTC96-0617","P0617","dysfunctional4"
"NTC101-0617","P0617","cytotoxic1"
"NTC104-0617","P0617","cytotoxic1"
"NTC108-0617","P0617","cytotoxic1"
"NTC109-0617","P0617","cytotoxic1"
"NTC112-0617","P0617","cytotoxic1"
"NTC158-0617","P0617","cytotoxic1"
"NTC159-0617","P0617","cytotoxic1"
"NTC160-0617","P0617","cytotoxic1"
"NTC161-0617","P0617","cytotoxic1"
"NTC162-0617","P0617","naive2"
"NTC164-0617","P0617","cytotoxic1"
"NTC165-0617","P0617","cytotoxic1"
"NTC166-0617","P0617","cytotoxic1"
"NTC167-0617","P0617","cytotoxic1"
"NTC168-0617","P0617","cytotoxic1"
"NTC170-0617","P0617","cytotoxic1"
"NTC97-0617","P0617","cytotoxic1"
"NTC98-0617","P0617","cytotoxic1"
"NTC99-0617","P0617","cytotoxic1"
"NTC114-0617","P0617","predysfunctional3"
"NTC116-0617","P0617","cytotoxic1"
"NTC117-0617","P0617","cytotoxic1"
"NTC118-0617","P0617","cytotoxic1"
"NTC119-0617","P0617","cytotoxic1"
"NTC120-0617","P0617","cytotoxic1"
"NTC122-0617","P0617","cytotoxic1"
"NTC124-0617","P0617","cytotoxic1"
"NTC126-0617","P0617","predysfunctional3"
"NTC127-0617","P0617","cytotoxic1"
"NTC128-0617","P0617","cytotoxic1"
"NTC130-0617","P0617","cytotoxic1"
"NTC131-0617","P0617","cytotoxic1"
"NTC134-0617","P0617","cytotoxic1"
"NTC135-0617","P0617","naive2"
"NTC136-0617","P0617","naive2"
"NTC137-0617","P0617","cytotoxic1"
"NTC138-0617","P0617","cytotoxic1"
"NTC139-0617","P0617","cytotoxic1"
"NTC144-0617","P0617","predysfunctional3"
"NTC145-0617","P0617","cytotoxic1"
"NTC146-0617","P0617","cytotoxic1"
"NTC147-0617","P0617","predysfunctional3"
"NTC149-0617","P0617","cytotoxic1"
"NTC152-0617","P0617","cytotoxic1"
"NTC153-0617","P0617","cytotoxic1"
"NTC154-0617","P0617","cytotoxic1"
"NTC156-0617","P0617","predysfunctional3"
"NTC157-0617","P0617","cytotoxic1"
"NTC171-0617","P0617","cytotoxic1"
"NTC172-0617","P0617","cytotoxic1"
"NTC173-0617","P0617","cytotoxic1"
"NTC174-0617","P0617","cytotoxic1"
"NTC175-0617","P0617","cytotoxic1"
"NTC177-0617","P0617","cytotoxic1"
"NTC178-0617","P0617","cytotoxic1"
"NTC180-0617","P0617","naive2"
"NTC181-0617","P0617","cytotoxic1"
"NTC182-0617","P0617","cytotoxic1"
"NTC183-0617","P0617","cytotoxic1"
"NTC185-0617","P0617","cytotoxic1"
"NTC186-0617","P0617","cytotoxic1"
"NTC187-0617","P0617","cytotoxic1"
"NTC189-0617","P0617","cytotoxic1"
"NTC190-0617","P0617","cytotoxic1"
"NTC192-0617","P0617","cytotoxic1"
"PTC101-0617","P0617","cytotoxic1"
"PTC102-0617","P0617","cytotoxic1"
"PTC103-0617","P0617","cytotoxic1"
"PTC104-0617","P0617","cytotoxic1"
"PTC105-0617","P0617","cytotoxic1"
"PTC106-0617","P0617","cytotoxic1"
"PTC107-0617","P0617","cytotoxic1"
"PTC108-0617","P0617","cytotoxic1"
"PTC109-0617","P0617","cytotoxic1"
"PTC110-0617","P0617","naive2"
"PTC112-0617","P0617","naive2"
"PTC113-0617","P0617","cytotoxic1"
"PTC115-0617","P0617","cytotoxic1"
"PTC116-0617","P0617","cytotoxic1"
"PTC117-0617","P0617","cytotoxic1"
"PTC119-0617","P0617","cytotoxic1"
"PTC120-0617","P0617","cytotoxic1"
"PTC121-0617","P0617","cytotoxic1"
"PTC122-0617","P0617","cytotoxic1"
"PTC123-0617","P0617","predysfunctional3"
"PTC124-0617","P0617","naive2"
"PTC125-0617","P0617","cytotoxic1"
"PTC126-0617","P0617","cytotoxic1"
"PTC127-0617","P0617","cytotoxic1"
"PTC130-0617","P0617","cytotoxic1"
"PTC132-0617","P0617","cytotoxic1"
"PTC135-0617","P0617","cytotoxic1"
"PTC137-0617","P0617","naive2"
"PTC138-0617","P0617","naive2"
"PTC141-0617","P0617","naive2"
"PTC142-0617","P0617","cytotoxic1"
"PTC144-0617","P0617","cytotoxic1"
"PTC145-0617","P0617","cytotoxic1"
"PTC146-0617","P0617","cytotoxic1"
"PTC147-0617","P0617","cytotoxic1"
"PTC148-0617","P0617","naive2"
"PTC149-0617","P0617","cytotoxic1"
"PTC150-0617","P0617","cytotoxic1"
"PTC155-0617","P0617","cytotoxic1"
"PTC156-0617","P0617","cytotoxic1"
"PTC157-0617","P0617","cytotoxic1"
"PTC158-0617","P0617","cytotoxic1"
"PTC164-0617","P0617","predysfunctional3"
"PTC165-0617","P0617","naive2"
"PTC166-0617","P0617","naive2"
"PTC168-0617","P0617","naive2"
"PTC169-0617","P0617","cytotoxic1"
"PTC171-0617","P0617","cytotoxic1"
"PTC172-0617","P0617","cytotoxic1"
"PTC175-0617","P0617","cytotoxic1"
"PTC176-0617","P0617","cytotoxic1"
"PTC177-0617","P0617","cytotoxic1"
"PTC178-0617","P0617","predysfunctional3"
"PTC182-0617","P0617","naive2"
"PTC184-0617","P0617","cytotoxic1"
"PTC186-0617","P0617","cytotoxic1"
"PTC189-0617","P0617","cytotoxic1"
"PTC190-0617","P0617","cytotoxic1"
"PTC98-0617","P0617","cytotoxic1"
"PTC99-0617","P0617","cytotoxic1"
"TTC100-0617","P0617","predysfunctional3"
"TTC101-0617","P0617","dysfunctional4"
"TTC102-0617","P0617","naive2"
"TTC104-0617","P0617","dysfunctional4"
"TTC108-0617","P0617","cytotoxic1"
"TTC110-0617","P0617","predysfunctional3"
"TTC112-0617","P0617","predysfunctional3"
"TTC114-0617","P0617","dysfunctional4"
"TTC115-0617","P0617","dysfunctional4"
"TTC116-0617","P0617","dysfunctional4"
"TTC117-0617","P0617","naive2"
"TTC119-0617","P0617","naive2"
"TTC120-0617","P0617","cytotoxic1"
"TTC122-0617","P0617","cytotoxic1"
"TTC123-0617","P0617","cytotoxic1"
"TTC124-0617","P0617","predysfunctional3"
"TTC125-0617","P0617","cytotoxic1"
"TTC127-0617","P0617","naive2"
"TTC131-0617","P0617","naive2"
"TTC132-0617","P0617","dysfunctional4"
"TTC133-0617","P0617","cytotoxic1"
"TTC134-0617","P0617","dysfunctional4"
"TTC135-0617","P0617","cytotoxic1"
"TTC136-0617","P0617","naive2"
"TTC138-0617","P0617","cytotoxic1"
"TTC139-0617","P0617","cytotoxic1"
"TTC140-0617","P0617","cytotoxic1"
"TTC142-0617","P0617","naive2"
"TTC143-0617","P0617","predysfunctional3"
"TTC144-0617","P0617","naive2"
"TTC147-0617","P0617","cytotoxic1"
"TTC148-0617","P0617","cytotoxic1"
"TTC149-0617","P0617","naive2"
"TTC150-0617","P0617","naive2"
"TTC151-0617","P0617","predysfunctional3"
"TTC155-0617","P0617","cytotoxic1"
"TTC156-0617","P0617","cytotoxic1"
"TTC157-0617","P0617","predysfunctional3"
"TTC158-0617","P0617","predysfunctional3"
"TTC159-0617","P0617","dysfunctional4"
"TTC163-0617","P0617","cytotoxic1"
"TTC164-0617","P0617","predysfunctional3"
"TTC165-0617","P0617","dysfunctional4"
"TTC167-0617","P0617","cytotoxic1"
"TTC168-0617","P0617","cytotoxic1"
"TTC171-0617","P0617","naive2"
"TTC172-0617","P0617","dysfunctional4"
"TTC173-0617","P0617","cytotoxic1"
"TTC174-0617","P0617","cytotoxic1"
"TTC175-0617","P0617","cytotoxic1"
"TTC176-0617","P0617","dysfunctional4"
"TTC178-0617","P0617","naive2"
"TTC179-0617","P0617","naive2"
"TTC180-0617","P0617","dysfunctional4"
"TTC182-0617","P0617","naive2"
"TTC185-0617","P0617","dysfunctional4"
"TTC186-0617","P0617","dysfunctional4"
"TTC187-0617","P0617","naive2"
"TTC188-0617","P0617","cytotoxic1"
"TTC189-0617","P0617","predysfunctional3"
"TTC191-0617","P0617","cytotoxic1"
"TTC192-0617","P0617","cytotoxic1"
"TTC97-0617","P0617","predysfunctional3"
"TTC98-0617","P0617","cytotoxic1"
"TTC99-0617","P0617","cytotoxic1"
"NTC10-0619","P0619","predysfunctional3"
"NTC11-0619","P0619","predysfunctional3"
"NTC13-0619","P0619","predysfunctional3"
"NTC15-0619","P0619","predysfunctional3"
"NTC16-0619","P0619","cytotoxic1"
"NTC17-0619","P0619","cytotoxic1"
"NTC18-0619","P0619","predysfunctional3"
"NTC19-0619","P0619","predysfunctional3"
"NTC22-0619","P0619","cytotoxic1"
"NTC24-0619","P0619","predysfunctional3"
"NTC25-0619","P0619","cytotoxic1"
"NTC27-0619","P0619","predysfunctional3"
"NTC29-0619","P0619","naive2"
"NTC30-0619","P0619","cytotoxic1"
"NTC3-0619","P0619","predysfunctional3"
"NTC32-0619","P0619","cytotoxic1"
"NTC34-0619","P0619","cytotoxic1"
"NTC37-0619","P0619","dysfunctional4"
"NTC38-0619","P0619","cytotoxic1"
"NTC40-0619","P0619","predysfunctional3"
"NTC42-0619","P0619","dysfunctional4"
"NTC43-0619","P0619","cytotoxic1"
"NTC44-0619","P0619","predysfunctional3"
"NTC46-0619","P0619","naive2"
"NTC48-0619","P0619","cytotoxic1"
"NTC50-0619","P0619","cytotoxic1"
"NTC5-0619","P0619","cytotoxic1"
"NTC52-0619","P0619","predysfunctional3"
"NTC53-0619","P0619","cytotoxic1"
"NTC56-0619","P0619","cytotoxic1"
"NTC57-0619","P0619","predysfunctional3"
"NTC59-0619","P0619","predysfunctional3"
"NTC60-0619","P0619","predysfunctional3"
"NTC6-0619","P0619","predysfunctional3"
"NTC61-0619","P0619","predysfunctional3"
"NTC64-0619","P0619","predysfunctional3"
"NTC65-0619","P0619","cytotoxic1"
"NTC66-0619","P0619","predysfunctional3"
"NTC69-0619","P0619","predysfunctional3"
"NTC72-0619","P0619","cytotoxic1"
"NTC80-0619","P0619","cytotoxic1"
"NTC81-0619","P0619","predysfunctional3"
"NTC85-0619","P0619","predysfunctional3"
"NTC86-0619","P0619","dysfunctional4"
"NTC87-0619","P0619","naive2"
"NTC88-0619","P0619","cytotoxic1"
"NTC89-0619","P0619","predysfunctional3"
"NTC90-0619","P0619","predysfunctional3"
"NTC9-0619","P0619","predysfunctional3"
"NTC91-0619","P0619","predysfunctional3"
"NTC92-0619","P0619","predysfunctional3"
"NTC94-0619","P0619","predysfunctional3"
"NTC95-0619","P0619","naive2"
"NTC96-0619","P0619","cytotoxic1"
"PTC10-0619","P0619","naive2"
"PTC1-0619","P0619","cytotoxic1"
"PTC12-0619","P0619","naive2"
"PTC13-0619","P0619","cytotoxic1"
"PTC14-0619","P0619","cytotoxic1"
"PTC15-0619","P0619","cytotoxic1"
"PTC16-0619","P0619","cytotoxic1"
"PTC17-0619","P0619","naive2"
"PTC18-0619","P0619","predysfunctional3"
"PTC20-0619","P0619","predysfunctional3"
"PTC21-0619","P0619","predysfunctional3"
"PTC23-0619","P0619","naive2"
"PTC24-0619","P0619","predysfunctional3"
"PTC25-0619","P0619","cytotoxic1"
"PTC26-0619","P0619","cytotoxic1"
"PTC27-0619","P0619","cytotoxic1"
"PTC28-0619","P0619","cytotoxic1"
"PTC29-0619","P0619","naive2"
"PTC30-0619","P0619","cytotoxic1"
"PTC3-0619","P0619","predysfunctional3"
"PTC31-0619","P0619","cytotoxic1"
"PTC32-0619","P0619","predysfunctional3"
"PTC33-0619","P0619","cytotoxic1"
"PTC34-0619","P0619","cytotoxic1"
"PTC35-0619","P0619","cytotoxic1"
"PTC36-0619","P0619","predysfunctional3"
"PTC37-0619","P0619","predysfunctional3"
"PTC38-0619","P0619","cytotoxic1"
"PTC41-0619","P0619","cytotoxic1"
"PTC42-0619","P0619","cytotoxic1"
"PTC43-0619","P0619","cytotoxic1"
"PTC45-0619","P0619","naive2"
"PTC46-0619","P0619","cytotoxic1"
"PTC47-0619","P0619","predysfunctional3"
"PTC48-0619","P0619","predysfunctional3"
"PTC49-0619","P0619","naive2"
"PTC50-0619","P0619","predysfunctional3"
"PTC5-0619","P0619","cytotoxic1"
"PTC51-0619","P0619","cytotoxic1"
"PTC52-0619","P0619","cytotoxic1"
"PTC53-0619","P0619","predysfunctional3"
"PTC54-0619","P0619","naive2"
"PTC55-0619","P0619","cytotoxic1"
"PTC57-0619","P0619","cytotoxic1"
"PTC6-0619","P0619","predysfunctional3"
"PTC64-0619","P0619","cytotoxic1"
"PTC66-0619","P0619","naive2"
"PTC67-0619","P0619","naive2"
"PTC68-0619","P0619","naive2"
"PTC69-0619","P0619","naive2"
"PTC7-0619","P0619","naive2"
"PTC71-0619","P0619","naive2"
"PTC73-0619","P0619","naive2"
"PTC74-0619","P0619","naive2"
"PTC76-0619","P0619","cytotoxic1"
"PTC78-0619","P0619","naive2"
"PTC79-0619","P0619","predysfunctional3"
"PTC80-0619","P0619","naive2"
"PTC8-0619","P0619","naive2"
"PTC81-0619","P0619","naive2"
"PTC82-0619","P0619","naive2"
"PTC84-0619","P0619","cytotoxic1"
"PTC85-0619","P0619","naive2"
"PTC87-0619","P0619","cytotoxic1"
"PTC88-0619","P0619","naive2"
"PTC89-0619","P0619","cytotoxic1"
"PTC90-0619","P0619","cytotoxic1"
"PTC9-0619","P0619","cytotoxic1"
"PTC91-0619","P0619","predysfunctional3"
"PTC92-0619","P0619","naive2"
"PTC93-0619","P0619","cytotoxic1"
"PTC95-0619","P0619","cytotoxic1"
"TTC10-0619","P0619","predysfunctional3"
"TTC11-0619","P0619","predysfunctional3"
"TTC12-0619","P0619","cytotoxic1"
"TTC13-0619","P0619","predysfunctional3"
"TTC14-0619","P0619","predysfunctional3"
"TTC15-0619","P0619","predysfunctional3"
"TTC16-0619","P0619","predysfunctional3"
"TTC17-0619","P0619","cytotoxic1"
"TTC18-0619","P0619","dysfunctional4"
"TTC19-0619","P0619","predysfunctional3"
"TTC20-0619","P0619","predysfunctional3"
"TTC2-0619","P0619","cytotoxic1"
"TTC21-0619","P0619","predysfunctional3"
"TTC22-0619","P0619","dysfunctional4"
"TTC23-0619","P0619","predysfunctional3"
"TTC24-0619","P0619","predysfunctional3"
"TTC25-0619","P0619","dysfunctional4"
"TTC26-0619","P0619","predysfunctional3"
"TTC27-0619","P0619","predysfunctional3"
"TTC28-0619","P0619","predysfunctional3"
"TTC29-0619","P0619","cytotoxic1"
"TTC30-0619","P0619","predysfunctional3"
"TTC31-0619","P0619","predysfunctional3"
"TTC32-0619","P0619","predysfunctional3"
"TTC33-0619","P0619","predysfunctional3"
"TTC34-0619","P0619","predysfunctional3"
"TTC36-0619","P0619","predysfunctional3"
"TTC37-0619","P0619","cytotoxic1"
"TTC39-0619","P0619","predysfunctional3"
"TTC40-0619","P0619","dysfunctional4"
"TTC4-0619","P0619","predysfunctional3"
"TTC41-0619","P0619","dysfunctional4"
"TTC42-0619","P0619","dysfunctional4"
"TTC43-0619","P0619","predysfunctional3"
"TTC44-0619","P0619","cytotoxic1"
"TTC45-0619","P0619","predysfunctional3"
"TTC46-0619","P0619","dysfunctional4"
"TTC47-0619","P0619","dysfunctional4"
"TTC48-0619","P0619","predysfunctional3"
"TTC50-0619","P0619","cytotoxic1"
"TTC5-0619","P0619","cytotoxic1"
"TTC51-0619","P0619","predysfunctional3"
"TTC52-0619","P0619","predysfunctional3"
"TTC54-0619","P0619","predysfunctional3"
"TTC55-0619","P0619","predysfunctional3"
"TTC57-0619","P0619","predysfunctional3"
"TTC58-0619","P0619","predysfunctional3"
"TTC59-0619","P0619","cytotoxic1"
"TTC60-0619","P0619","dysfunctional4"
"TTC6-0619","P0619","cytotoxic1"
"TTC61-0619","P0619","dysfunctional4"
"TTC63-0619","P0619","naive2"
"TTC66-0619","P0619","predysfunctional3"
"TTC67-0619","P0619","predysfunctional3"
"TTC68-0619","P0619","predysfunctional3"
"TTC69-0619","P0619","dysfunctional4"
"TTC70-0619","P0619","predysfunctional3"
"TTC7-0619","P0619","predysfunctional3"
"TTC71-0619","P0619","predysfunctional3"
"TTC72-0619","P0619","predysfunctional3"
"TTC73-0619","P0619","cytotoxic1"
"TTC74-0619","P0619","predysfunctional3"
"TTC75-0619","P0619","predysfunctional3"
"TTC76-0619","P0619","cytotoxic1"
"TTC77-0619","P0619","predysfunctional3"
"TTC78-0619","P0619","predysfunctional3"
"TTC79-0619","P0619","dysfunctional4"
"TTC80-0619","P0619","predysfunctional3"
"TTC8-0619","P0619","predysfunctional3"
"TTC81-0619","P0619","predysfunctional3"
"TTC82-0619","P0619","predysfunctional3"
"TTC83-0619","P0619","predysfunctional3"
"TTC84-0619","P0619","dysfunctional4"
"TTC85-0619","P0619","cytotoxic1"
"TTC87-0619","P0619","predysfunctional3"
"TTC9-0619","P0619","predysfunctional3"
"TTC100-20170706","P0706","predysfunctional3"
"TTC101-20170706","P0706","predysfunctional3"
"TTC102-20170706","P0706","dysfunctional4"
"TTC103-20170706","P0706","dysfunctional4"
"TTC104-20170706","P0706","dysfunctional4"
"TTC105-20170706","P0706","predysfunctional3"
"TTC106-20170706","P0706","cytotoxic1"
"TTC107-20170706","P0706","dysfunctional4"
"TTC108-20170706","P0706","cytotoxic1"
"TTC109-20170706","P0706","cytotoxic1"
"TTC110-20170706","P0706","dysfunctional4"
"TTC111-20170706","P0706","cytotoxic1"
"TTC112-20170706","P0706","naive2"
"TTC113-20170706","P0706","dysfunctional4"
"TTC114-20170706","P0706","dysfunctional4"
"TTC115-20170706","P0706","cytotoxic1"
"TTC116-20170706","P0706","dysfunctional4"
"TTC117-20170706","P0706","dysfunctional4"
"TTC118-20170706","P0706","dysfunctional4"
"TTC119-20170706","P0706","predysfunctional3"
"TTC120-20170706","P0706","dysfunctional4"
"TTC121-20170706","P0706","cytotoxic1"
"TTC122-20170706","P0706","cytotoxic1"
"TTC123-20170706","P0706","dysfunctional4"
"TTC125-20170706","P0706","dysfunctional4"
"TTC126-20170706","P0706","predysfunctional3"
"TTC127-20170706","P0706","dysfunctional4"
"TTC128-20170706","P0706","dysfunctional4"
"TTC129-20170706","P0706","cytotoxic1"
"TTC130-20170706","P0706","cytotoxic1"
"TTC131-20170706","P0706","dysfunctional4"
"TTC132-20170706","P0706","dysfunctional4"
"TTC133-20170706","P0706","cytotoxic1"
"TTC134-20170706","P0706","cytotoxic1"
"TTC135-20170706","P0706","predysfunctional3"
"TTC136-20170706","P0706","dysfunctional4"
"TTC137-20170706","P0706","dysfunctional4"
"TTC138-20170706","P0706","dysfunctional4"
"TTC139-20170706","P0706","cytotoxic1"
"TTC140-20170706","P0706","dysfunctional4"
"TTC141-20170706","P0706","naive2"
"TTC142-20170706","P0706","dysfunctional4"
"TTC143-20170706","P0706","dysfunctional4"
"TTC144-20170706","P0706","dysfunctional4"
"TTC145-20170706","P0706","predysfunctional3"
"TTC146-20170706","P0706","predysfunctional3"
"TTC147-20170706","P0706","dysfunctional4"
"TTC148-20170706","P0706","predysfunctional3"
"TTC149-20170706","P0706","cytotoxic1"
"TTC150-20170706","P0706","dysfunctional4"
"TTC151-20170706","P0706","predysfunctional3"
"TTC152-20170706","P0706","dysfunctional4"
"TTC153-20170706","P0706","dysfunctional4"
"TTC154-20170706","P0706","cytotoxic1"
"TTC155-20170706","P0706","cytotoxic1"
"TTC156-20170706","P0706","predysfunctional3"
"TTC157-20170706","P0706","cytotoxic1"
"TTC158-20170706","P0706","dysfunctional4"
"TTC159-20170706","P0706","predysfunctional3"
"TTC160-20170706","P0706","cytotoxic1"
"TTC161-20170706","P0706","cytotoxic1"
"TTC162-20170706","P0706","naive2"
"TTC163-20170706","P0706","cytotoxic1"
"TTC164-20170706","P0706","cytotoxic1"
"TTC165-20170706","P0706","predysfunctional3"
"TTC166-20170706","P0706","dysfunctional4"
"TTC167-20170706","P0706","dysfunctional4"
"TTC168-20170706","P0706","dysfunctional4"
"TTC169-20170706","P0706","cytotoxic1"
"TTC170-20170706","P0706","cytotoxic1"
"TTC171-20170706","P0706","dysfunctional4"
"TTC172-20170706","P0706","predysfunctional3"
"TTC173-20170706","P0706","predysfunctional3"
"TTC174-20170706","P0706","predysfunctional3"
"TTC175-20170706","P0706","cytotoxic1"
"TTC176-20170706","P0706","cytotoxic1"
"TTC177-20170706","P0706","dysfunctional4"
"TTC178-20170706","P0706","predysfunctional3"
"TTC179-20170706","P0706","predysfunctional3"
"TTC180-20170706","P0706","dysfunctional4"
"TTC181-20170706","P0706","predysfunctional3"
"TTC182-20170706","P0706","dysfunctional4"
"TTC183-20170706","P0706","predysfunctional3"
"TTC184-20170706","P0706","naive2"
"TTC185-20170706","P0706","predysfunctional3"
"TTC186-20170706","P0706","predysfunctional3"
"TTC97-20170706","P0706","predysfunctional3"
"TTC98-20170706","P0706","dysfunctional4"
"TTC99-20170706","P0706","dysfunctional4"
"PTC1-20170706","P0706","naive2"
"PTC28-20170706","P0706","naive2"
"PTC37-20170706","P0706","cytotoxic1"
"PTC40-20170706","P0706","cytotoxic1"
"PTC42-20170706","P0706","cytotoxic1"
"PTC43-20170706","P0706","cytotoxic1"
"PTC44-20170706","P0706","naive2"
"PTC45-20170706","P0706","cytotoxic1"
"PTC46-20170706","P0706","cytotoxic1"
"PTC49-20170706","P0706","cytotoxic1"
"PTC52-20170706","P0706","cytotoxic1"
"PTC53-20170706","P0706","naive2"
"PTC54-20170706","P0706","predysfunctional3"
"PTC55-20170706","P0706","cytotoxic1"
"PTC56-20170706","P0706","cytotoxic1"
"PTC57-20170706","P0706","cytotoxic1"
"PTC58-20170706","P0706","cytotoxic1"
"PTC59-20170706","P0706","cytotoxic1"
"TTC11-20170706","P0706","dysfunctional4"
"TTC1-20170706","P0706","cytotoxic1"
"TTC13-20170706","P0706","cytotoxic1"
"TTC14-20170706","P0706","predysfunctional3"
"TTC15-20170706","P0706","predysfunctional3"
"TTC16-20170706","P0706","dysfunctional4"
"TTC19-20170706","P0706","cytotoxic1"
"TTC20-20170706","P0706","dysfunctional4"
"TTC21-20170706","P0706","cytotoxic1"
"TTC2-20170706","P0706","cytotoxic1"
"TTC24-20170706","P0706","predysfunctional3"
"TTC25-20170706","P0706","dysfunctional4"
"TTC26-20170706","P0706","dysfunctional4"
"TTC27-20170706","P0706","predysfunctional3"
"TTC29-20170706","P0706","cytotoxic1"
"TTC30-20170706","P0706","cytotoxic1"
"TTC31-20170706","P0706","predysfunctional3"
"TTC3-20170706","P0706","dysfunctional4"
"TTC32-20170706","P0706","dysfunctional4"
"TTC33-20170706","P0706","dysfunctional4"
"TTC34-20170706","P0706","cytotoxic1"
"TTC35-20170706","P0706","dysfunctional4"
"TTC37-20170706","P0706","dysfunctional4"
"TTC38-20170706","P0706","cytotoxic1"
"TTC39-20170706","P0706","predysfunctional3"
"TTC40-20170706","P0706","cytotoxic1"
"TTC41-20170706","P0706","cytotoxic1"
"TTC4-20170706","P0706","dysfunctional4"
"TTC43-20170706","P0706","cytotoxic1"
"TTC45-20170706","P0706","cytotoxic1"
"TTC46-20170706","P0706","dysfunctional4"
"TTC47-20170706","P0706","dysfunctional4"
"TTC48-20170706","P0706","cytotoxic1"
"TTC49-20170706","P0706","predysfunctional3"
"TTC50-20170706","P0706","dysfunctional4"
"TTC51-20170706","P0706","dysfunctional4"
"TTC53-20170706","P0706","dysfunctional4"
"TTC54-20170706","P0706","cytotoxic1"
"TTC55-20170706","P0706","dysfunctional4"
"TTC56-20170706","P0706","dysfunctional4"
"TTC57-20170706","P0706","predysfunctional3"
"TTC58-20170706","P0706","cytotoxic1"
"TTC59-20170706","P0706","cytotoxic1"
"TTC60-20170706","P0706","cytotoxic1"
"TTC6-20170706","P0706","dysfunctional4"
"TTC62-20170706","P0706","naive2"
"TTC63-20170706","P0706","predysfunctional3"
"TTC64-20170706","P0706","cytotoxic1"
"TTC65-20170706","P0706","naive2"
"TTC67-20170706","P0706","dysfunctional4"
"TTC69-20170706","P0706","dysfunctional4"
